symbol,name,timestamp,price
AMZN,Amazon.com Inc.,2025-01-06T09:30:00.000Z,175.12
AMZN,Amazon.com Inc.,2025-01-06T10:00:00.000Z,174.48
AMZN,Amazon.com Inc.,2025-01-06T10:30:00.000Z,174.09
AMZN,Amazon.com Inc.,2025-01-06T11:00:00.000Z,173.26
AMZN,Amazon.com Inc.,2025-01-06T11:30:00.000Z,173.26
AMZN,Amazon.com Inc.,2025-01-06T12:00:00.000Z,172.56
AMZN,Amazon.com Inc.,2025-01-06T12:30:00.000Z,171.84
AMZN,Amazon.com Inc.,2025-01-06T13:00:00.000Z,171.95
AMZN,Amazon.com Inc.,2025-01-06T13:30:00.000Z,171.91
AMZN,Amazon.com Inc.,2025-01-06T14:00:00.000Z,172.49
AMZN,Amazon.com Inc.,2025-01-06T14:30:00.000Z,172.8
AMZN,Amazon.com Inc.,2025-01-06T15:00:00.000Z,172.81
AMZN,Amazon.com Inc.,2025-01-06T15:30:00.000Z,173.1
AMZN,Amazon.com Inc.,2025-01-06T16:00:00.000Z,172.55
AMZN,Amazon.com Inc.,2025-01-07T09:30:00.000Z,173.01
AMZN,Amazon.com Inc.,2025-01-07T10:00:00.000Z,173.42
AMZN,Amazon.com Inc.,2025-01-07T10:30:00.000Z,173.04
AMZN,Amazon.com Inc.,2025-01-07T11:00:00.000Z,172.61
AMZN,Amazon.com Inc.,2025-01-07T11:30:00.000Z,172.73
AMZN,Amazon.com Inc.,2025-01-07T12:00:00.000Z,172.57
AMZN,Amazon.com Inc.,2025-01-07T12:30:00.000Z,173.27
AMZN,Amazon.com Inc.,2025-01-07T13:00:00.000Z,173.8
AMZN,Amazon.com Inc.,2025-01-07T13:30:00.000Z,174.45
AMZN,Amazon.com Inc.,2025-01-07T14:00:00.000Z,173.69
AMZN,Amazon.com Inc.,2025-01-07T14:30:00.000Z,173.23
AMZN,Amazon.com Inc.,2025-01-07T15:00:00.000Z,174.03
AMZN,Amazon.com Inc.,2025-01-07T15:30:00.000Z,174.72
AMZN,Amazon.com Inc.,2025-01-07T16:00:00.000Z,174.35
AMZN,Amazon.com Inc.,2025-01-08T09:30:00.000Z,174.15
