symbol,name,timestamp,price
MSFT,Microsoft Corp.,2025-01-06T09:30:00.000Z,411.7
MSFT,Microsoft Corp.,2025-01-06T10:00:00.000Z,413.19
MSFT,Microsoft Corp.,2025-01-06T10:30:00.000Z,415.11
MSFT,Microsoft Corp.,2025-01-06T11:00:00.000Z,416.58
MSFT,Microsoft Corp.,2025-01-06T11:30:00.000Z,415.1
MSFT,Microsoft Corp.,2025-01-06T12:00:00.000Z,416.17
MSFT,Microsoft Corp.,2025-01-06T12:30:00.000Z,416.81
MSFT,Microsoft Corp.,2025-01-06T13:00:00.000Z,417.13
MSFT,Microsoft Corp.,2025-01-06T13:30:00.000Z,418.26
MSFT,Microsoft Corp.,2025-01-06T14:00:00.000Z,419.46
MSFT,Microsoft Corp.,2025-01-06T14:30:00.000Z,420.49
MSFT,Microsoft Corp.,2025-01-06T15:00:00.000Z,421.59
MSFT,Microsoft Corp.,2025-01-06T15:30:00.000Z,423.28
MSFT,Microsoft Corp.,2025-01-06T16:00:00.000Z,421.86
MSFT,Microsoft Corp.,2025-01-07T09:30:00.000Z,422.47
MSFT,Microsoft Corp.,2025-01-07T10:00:00.000Z,422.67
MSFT,Microsoft Corp.,2025-01-07T10:30:00.000Z,420.63
MSFT,Microsoft Corp.,2025-01-07T11:00:00.000Z,421.16
MSFT,Microsoft Corp.,2025-01-07T11:30:00.000Z,421.74
MSFT,Microsoft Corp.,2025-01-07T12:00:00.000Z,421.28
MSFT,Microsoft Corp.,2025-01-07T12:30:00.000Z,420.71
MSFT,Microsoft Corp.,2025-01-07T13:00:00.000Z,422
MSFT,Microsoft Corp.,2025-01-07T13:30:00.000Z,421.24
MSFT,Microsoft Corp.,2025-01-07T14:00:00.000Z,422.11
MSFT,Microsoft Corp.,2025-01-07T14:30:00.000Z,423.41
MSFT,Microsoft Corp.,2025-01-07T15:00:00.000Z,424.68
MSFT,Microsoft Corp.,2025-01-07T15:30:00.000Z,426.7
MSFT,Microsoft Corp.,2025-01-07T16:00:00.000Z,426.04
MSFT,Microsoft Corp.,2025-01-08T09:30:00.000Z,425.07
MSFT,Microsoft Corp.,2025-01-08T10:00:00.000Z,426.51
MSFT,Microsoft Corp.,2025-01-08T10:30:00.000Z,424.64
MSFT,Microsoft Corp.,2025-01-08T11:00:00.000Z,424.28
MSFT,Microsoft Corp.,2025-01-08T11:30:00.000Z,424.88
MSFT,Microsoft Corp.,2025-01-08T12:00:00.000Z,423.49
MSFT,Microsoft Corp.,2025-01-08T12:30:00.000Z,423.6
MSFT,Microsoft Corp.,2025-01-08T13:00:00.000Z,422.73
MSFT,Microsoft Corp.,2025-01-08T13:30:00.000Z,421.6
MSFT,Microsoft Corp.,2025-01-08T14:00:00.000Z,420.2
MSFT,Microsoft Corp.,2025-01-08T14:30:00.000Z,421.4
MSFT,Microsoft Corp.,2025-01-08T15:00:00.000Z,420.79
MSFT,Microsoft Corp.,2025-01-08T15:30:00.000Z,420.54
MSFT,Microsoft Corp.,2025-01-08T16:00:00.000Z,419.07
MSFT,Microsoft Corp.,2025-01-09T09:30:00.000Z,419.27
MSFT,Microsoft Corp.,2025-01-09T10:00:00.000Z,420.9
MSFT,Microsoft Corp.,2025-01-09T10:30:00.000Z,419.15
MSFT,Microsoft Corp.,2025-01-09T11:00:00.000Z,420.97
MSFT,Microsoft Corp.,2025-01-09T11:30:00.000Z,419.91
MSFT,Microsoft Corp.,2025-01-09T12:00:00.000Z,418.17
MSFT,Microsoft Corp.,2025-01-09T12:30:00.000Z,418.86
MSFT,Microsoft Corp.,2025-01-09T13:00:00.000Z,417.59
MSFT,Microsoft Corp.,2025-01-09T13:30:00.000Z,419.32
MSFT,Microsoft Corp.,2025-01-09T14:00:00.000Z,419
MSFT,Microsoft Corp.,2025-01-09T14:30:00.000Z,420.51
MSFT,Microsoft Corp.,2025-01-09T15:00:00.000Z,422.25
MSFT,Microsoft Corp.,2025-01-09T15:30:00.000Z,421.34
MSFT,Microsoft Corp.,2025-01-09T16:00:00.000Z,422.83
MSFT,Microsoft Corp.,2025-01-10T09:30:00.000Z,422.74
MSFT,Microsoft Corp.,2025-01-10T10:00:00.000Z,422.62
MSFT,Microsoft Corp.,2025-01-10T10:30:00.000Z,421.49
MSFT,Microsoft Corp.,2025-01-10T11:00:00.000Z,422.05
MSFT,Microsoft Corp.,2025-01-10T11:30:00.000Z,421.28
MSFT,Microsoft Corp.,2025-01-10T12:00:00.000Z,419.31
MSFT,Microsoft Corp.,2025-01-10T12:30:00.000Z,418.59
MSFT,Microsoft Corp.,2025-01-10T13:00:00.000Z,417.82
MSFT,Microsoft Corp.,2025-01-10T13:30:00.000Z,419.59
MSFT,Microsoft Corp.,2025-01-10T14:00:00.000Z,419.33
MSFT,Microsoft Corp.,2025-01-10T14:30:00.000Z,420.28
