symbol,name,timestamp,price
NFLX,Netflix Inc.,2025-01-06T09:30:00.000Z,598.16
NFLX,Netflix Inc.,2025-01-06T10:00:00.000Z,596.09
NFLX,Netflix Inc.,2025-01-06T10:30:00.000Z,595.27
NFLX,Netflix Inc.,2025-01-06T11:00:00.000Z,595.44
NFLX,Netflix Inc.,2025-01-06T11:30:00.000Z,594.29
NFLX,Netflix Inc.,2025-01-06T12:00:00.000Z,596.25
NFLX,Netflix Inc.,2025-01-06T12:30:00.000Z,598.53
NFLX,Netflix Inc.,2025-01-06T13:00:00.000Z,601.15
NFLX,Netflix Inc.,2025-01-06T13:30:00.000Z,601.69
NFLX,Netflix Inc.,2025-01-06T14:00:00.000Z,602.13
NFLX,Netflix Inc.,2025-01-06T14:30:00.000Z,604.81
NFLX,Netflix Inc.,2025-01-06T15:00:00.000Z,606.01
NFLX,Netflix Inc.,2025-01-06T15:30:00.000Z,604.82
NFLX,Netflix Inc.,2025-01-06T16:00:00.000Z,603.07
NFLX,Netflix Inc.,2025-01-07T09:30:00.000Z,605.3
NFLX,Netflix Inc.,2025-01-07T10:00:00.000Z,606.37
NFLX,Netflix Inc.,2025-01-07T10:30:00.000Z,604.32
NFLX,Netflix Inc.,2025-01-07T11:00:00.000Z,605.02
NFLX,Netflix Inc.,2025-01-07T11:30:00.000Z,604.3
NFLX,Netflix Inc.,2025-01-07T12:00:00.000Z,601.69
NFLX,Netflix Inc.,2025-01-07T12:30:00.000Z,602.87
NFLX,Netflix Inc.,2025-01-07T13:00:00.000Z,602.51
NFLX,Netflix Inc.,2025-01-07T13:30:00.000Z,604.34
NFLX,Netflix Inc.,2025-01-07T14:00:00.000Z,605.96
NFLX,Netflix Inc.,2025-01-07T14:30:00.000Z,608.45
NFLX,Netflix Inc.,2025-01-07T15:00:00.000Z,610.35
NFLX,Netflix Inc.,2025-01-07T15:30:00.000Z,612.51
NFLX,Netflix Inc.,2025-01-07T16:00:00.000Z,611.58
NFLX,Netflix Inc.,2025-01-08T09:30:00.000Z,610.56
NFLX,Netflix Inc.,2025-01-08T10:00:00.000Z,613.37
NFLX,Netflix Inc.,2025-01-08T10:30:00.000Z,612.02
NFLX,Netflix Inc.,2025-01-08T11:00:00.000Z,611.44
NFLX,Netflix Inc.,2025-01-08T11:30:00.000Z,612.6
NFLX,Netflix Inc.,2025-01-08T12:00:00.000Z,610.53
NFLX,Netflix Inc.,2025-01-08T12:30:00.000Z,611.66
NFLX,Netflix Inc.,2025-01-08T13:00:00.000Z,612.24
NFLX,Netflix Inc.,2025-01-08T13:30:00.000Z,611.92
