symbol,name,timestamp,price
GOOGL,Alphabet Inc.,2025-01-06T09:30:00.000Z,150.64
GOOGL,Alphabet Inc.,2025-01-06T10:00:00.000Z,151.22
GOOGL,Alphabet Inc.,2025-01-06T10:30:00.000Z,150.65
GOOGL,Alphabet Inc.,2025-01-06T11:00:00.000Z,151.01
GOOGL,Alphabet Inc.,2025-01-06T11:30:00.000Z,151.36
GOOGL,Alphabet Inc.,2025-01-06T12:00:00.000Z,151.03
GOOGL,Alphabet Inc.,2025-01-06T12:30:00.000Z,151.28
GOOGL,Alphabet Inc.,2025-01-06T13:00:00.000Z,151.27
GOOGL,Alphabet Inc.,2025-01-06T13:30:00.000Z,151.03
GOOGL,Alphabet Inc.,2025-01-06T14:00:00.000Z,151.52
GOOGL,Alphabet Inc.,2025-01-06T14:30:00.000Z,151.15
GOOGL,Alphabet Inc.,2025-01-06T15:00:00.000Z,151.21
GOOGL,Alphabet Inc.,2025-01-06T15:30:00.000Z,151.11
GOOGL,Alphabet Inc.,2025-01-06T16:00:00.000Z,150.93
GOOGL,Alphabet Inc.,2025-01-07T09:30:00.000Z,151.35
GOOGL,Alphabet Inc.,2025-01-07T10:00:00.000Z,151.27
GOOGL,Alphabet Inc.,2025-01-07T10:30:00.000Z,151.15
GOOGL,Alphabet Inc.,2025-01-07T11:00:00.000Z,151.23
GOOGL,Alphabet Inc.,2025-01-07T11:30:00.000Z,151.02
GOOGL,Alphabet Inc.,2025-01-07T12:00:00.000Z,150.47
GOOGL,Alphabet Inc.,2025-01-07T12:30:00.000Z,151.01
GOOGL,Alphabet Inc.,2025-01-07T13:00:00.000Z,151.25
GOOGL,Alphabet Inc.,2025-01-07T13:30:00.000Z,151.54
GOOGL,Alphabet Inc.,2025-01-07T14:00:00.000Z,150.95
GOOGL,Alphabet Inc.,2025-01-07T14:30:00.000Z,150.26
GOOGL,Alphabet Inc.,2025-01-07T15:00:00.000Z,150.26
GOOGL,Alphabet Inc.,2025-01-07T15:30:00.000Z,150.8
GOOGL,Alphabet Inc.,2025-01-07T16:00:00.000Z,150.82
GOOGL,Alphabet Inc.,2025-01-08T09:30:00.000Z,150.76
GOOGL,Alphabet Inc.,2025-01-08T10:00:00.000Z,150.22
GOOGL,Alphabet Inc.,2025-01-08T10:30:00.000Z,149.73
GOOGL,Alphabet Inc.,2025-01-08T11:00:00.000Z,149.51
GOOGL,Alphabet Inc.,2025-01-08T11:30:00.000Z,148.98
GOOGL,Alphabet Inc.,2025-01-08T12:00:00.000Z,148.84
GOOGL,Alphabet Inc.,2025-01-08T12:30:00.000Z,148.36
GOOGL,Alphabet Inc.,2025-01-08T13:00:00.000Z,148.26
GOOGL,Alphabet Inc.,2025-01-08T13:30:00.000Z,148.05
GOOGL,Alphabet Inc.,2025-01-08T14:00:00.000Z,147.41
GOOGL,Alphabet Inc.,2025-01-08T14:30:00.000Z,146.77
GOOGL,Alphabet Inc.,2025-01-08T15:00:00.000Z,146.76
GOOGL,Alphabet Inc.,2025-01-08T15:30:00.000Z,146.13
GOOGL,Alphabet Inc.,2025-01-08T16:00:00.000Z,145.63
GOOGL,Alphabet Inc.,2025-01-09T09:30:00.000Z,146.3
GOOGL,Alphabet Inc.,2025-01-09T10:00:00.000Z,146.63
GOOGL,Alphabet Inc.,2025-01-09T10:30:00.000Z,147.1
GOOGL,Alphabet Inc.,2025-01-09T11:00:00.000Z,146.5
GOOGL,Alphabet Inc.,2025-01-09T11:30:00.000Z,146.74
GOOGL,Alphabet Inc.,2025-01-09T12:00:00.000Z,146.77
GOOGL,Alphabet Inc.,2025-01-09T12:30:00.000Z,146.14
GOOGL,Alphabet Inc.,2025-01-09T13:00:00.000Z,145.94
GOOGL,Alphabet Inc.,2025-01-09T13:30:00.000Z,145.35
GOOGL,Alphabet Inc.,2025-01-09T14:00:00.000Z,144.88
GOOGL,Alphabet Inc.,2025-01-09T14:30:00.000Z,144.5
GOOGL,Alphabet Inc.,2025-01-09T15:00:00.000Z,144.55
GOOGL,Alphabet Inc.,2025-01-09T15:30:00.000Z,144.07
GOOGL,Alphabet Inc.,2025-01-09T16:00:00.000Z,143.38
GOOGL,Alphabet Inc.,2025-01-10T09:30:00.000Z,143.24
GOOGL,Alphabet Inc.,2025-01-10T10:00:00.000Z,142.93
